base_seed,R2,RMSE,MAE,corr2,n,coverage_50,width_50,coverage_80,width_80,coverage_90,width_90,coverage_95,width_95,NLPD
123,0.9737975892608817,1.6392480654610668,0.6397229268892438,0.9750301500204872,170,0.8764705882352941,2.8107080106753157,0.9588235294117647,5.340432898087095,0.9705882352941176,6.854371418271119,0.9764705882352941,8.167487304855776,2.391892255991267
4123,0.9737551005940799,1.6405765930782499,0.6400928198639717,0.974988744676841,170,0.8764705882352941,2.8101487850339506,0.9588235294117647,5.339370351923902,0.9705882352941176,6.8530076550349595,0.9764705882352941,8.165862280730519,2.391556305868138
9123,0.9737923966653872,1.639410484303688,0.6397887385722714,0.9750292693676346,170,0.8764705882352941,2.810441513280715,0.9588235294117647,5.339926544724178,0.9705882352941176,6.853721520765697,0.9764705882352941,8.166712904214043,2.3904035082247255
