group_scheme,n_groups,n_splits,candidate,R2,RMSE,MAE,corr2,n,coverage_50,width_50,coverage_80,width_80,coverage_90,width_90,coverage_95,width_95,NLPD
orientation_family,18,6,axis_environment_interaction_matern32,0.2851117472406519,8.562353128811585,5.01115446035447,0.2938302935162965,170,0.6764705882352942,9.400697657350777,0.8235294117647058,17.861618796263414,0.8529411764705882,22.925139534103266,0.8941176470588236,27.3169886311856,4.0750906137165215
orientation_family,18,6,compact_axis_global_rational_quadratic,0.027010391715270976,9.989141283030733,5.29130945809821,0.07020323095078283,170,0.8176470588235294,11.286305213369316,0.8647058823529412,21.444331972728715,0.8941176470588236,27.523502113553192,0.9235294117647059,32.7962755998883,5.032134931461275
proximity_level,4,4,axis_environment_interaction_matern32,0.24982952107450995,8.771099536359099,5.989118088777628,0.2738682230318795,170,0.6,10.053492279471076,0.7647058823529411,19.101948941701743,0.8705882352941177,24.51708604112852,0.8941176470588236,29.21390989394054,3.8701246640650497
proximity_level,4,4,compact_axis_global_rational_quadratic,0.09938383745538548,9.610454413498903,6.1311022246641,0.11241979863803503,170,0.7823529411764706,13.99315046036009,0.8529411764705882,26.587422379898765,0.9058823529411765,34.12458718684716,0.9176470588235294,40.66195360949931,4.325181522004442
sweep_level,19,5,axis_environment_interaction_matern32,0.9268187473364674,2.7395168391961326,1.0031938073099695,0.9284915685568913,170,0.8411764705882353,3.0498352365680073,0.9117647058823529,5.794782086667095,0.9352941176470588,7.437522288537259,0.9411764705882353,8.862354425277395,2.400743517045081
sweep_level,19,5,compact_axis_global_rational_quadratic,0.8543740244161755,3.8645014859527453,1.694650300496757,0.8570013711945024,170,0.8235294117647058,5.235668868800629,0.8941176470588236,9.947934173253142,0.9117647058823529,12.768035282760108,0.9352941176470588,15.214052422358682,2.8080515405716437
trajectory,30,5,axis_environment_interaction_matern32,0.4651705651311231,7.40596585220952,4.514086900621,0.47357284747972583,170,0.6882352941176471,9.205123941733381,0.8058823529411765,17.49002263582364,0.8411764705882353,22.448201025584595,0.8823529411764706,26.748681345831987,4.056292072891327
trajectory,30,5,compact_axis_global_rational_quadratic,0.17903267817107205,9.175653184443917,5.0705587819149045,0.21986371104149188,170,0.7411764705882353,10.032065695939426,0.8647058823529412,19.061237764606357,0.8823529411764706,24.46483381101685,0.888235294117647,29.151647521500394,6.973545551186335
