file_key,fold,y,pred_mean,pred_std,residual,lower_95,upper_95
0-0-2-10-0,9,40.74,29.156563105924743,7.768804102762328,11.583436894075259,13.929986861563572,44.383139350285916
0-0-2-13-1,4,41.08,37.75125646231384,6.9660891749007785,3.328743537686158,24.097972566413972,51.40454035821371
0-0-2-13-2,9,43.73,40.29968432200519,5.240355292049887,3.4303156779948054,30.028776683393538,50.570591960616845
0-0-2-13-3,8,42.65,29.045270956752525,5.671945920856213,13.604729043247474,17.928461229615476,40.16208068388957
0-0-2-13-4,7,39.08,29.633365601992047,5.828079540991858,9.446634398007951,18.210539602613274,41.05619160137082
0-0-2-13-5,8,33.16,23.2411589222964,5.970934425717583,9.918841077703597,11.538342493839586,34.94397535075321
0-0-2-13-6,7,25.09,25.962208097040477,6.115965701890422,-0.8722080970404775,13.975135590653016,37.94928060342794
0-0-2-13-7,6,16.42,28.221962015556254,4.781268650351508,-11.801962015556253,18.850847660456868,37.59307637065564
0-0-2-13-8,10,9.54,33.67941245883644,5.995716902528316,-24.13941245883644,21.928023268382887,45.43080164928999
0-0-2-13-9,4,5.23,32.52995763567312,5.675167233610134,-27.29995763567312,21.406834251555445,43.6530810197908
0-0-2-16-11,4,11.68,22.665314634470157,5.6651203943621224,-10.985314634470157,11.561882693437049,33.768746575503265
0-0-2-16-12,3,14.77,23.95095771146651,6.162727089930257,-9.180957711466512,11.872234568653873,36.02968085427915
0-0-2-16-14,8,4.6,26.709531935075994,5.779113575327597,-22.109531935075992,15.382677464867399,38.03638640528459
0-0-2-3-0,2,18.83,35.18508770162745,6.5650039034828955,-16.355087701627454,22.317916492436108,48.05225891081879
0-0-2-3-1,7,24.7,32.71376357418518,6.332397002744274,-8.01376357418518,20.302493512997017,45.12503363537334
0-0-2-6-2,10,43.28,31.892601771728614,5.900349891847444,11.387398228271387,20.328128487522818,43.45707505593441
0-0-2-6-3,8,42.98,36.77703376475394,6.330450050163781,6.202966235246059,24.36957966050315,49.18448786900473
0-0-2-6-4,7,42.61,33.21741194598295,6.060492319141755,9.392588054017047,21.339065271883484,45.09575862008242
0-0-2-6-5,10,42.03,36.74772976519277,5.687361343625168,5.282270234807228,25.600706364622113,47.89475316576343
0-0-2-6-6,5,41.1,37.655209645452025,6.022808283566571,3.444790354547976,25.85072232387205,49.459696967032
0-0-2-6-7,9,39.86,34.542761182143835,4.846218579891368,5.317238817856165,25.04434730434791,44.04117505993976
0-0-2-6-8,4,38.45,39.70666928277572,5.629973929547648,-1.256669282775718,28.67212314696289,50.74121541858855
0-0-2-6-9,5,37.02,40.589524738378344,6.214711715510983,-3.569524738378341,28.408913601677682,52.770135875079006
0-0-2-9-12,7,43.0,39.55679041267035,5.973009425880657,3.4432095873296475,27.849907058626,51.2636737667147
0-0-2-9-13,6,42.23,38.227585719495174,4.388852087390338,4.002414280504823,29.625593694736672,46.829577744253676
