axis_angle_min_deg,axis_angle_max_deg,antiparallel_deviation_mean_deg,antiparallel_deviation_max_deg,dot_3d_min,dot_3d_max,spearman_axis_angle_vs_y,spearman_antiparallel_deviation_vs_y,spearman_nearest_train_axis_vs_best_gpr_abs_error,spearman_train_count_within_5deg_vs_best_gpr_abs_error,high_angle_n,high_angle_y_below_30_n,high_angle_y_below_30_mean_abs_elevation_deg_proxy,high_angle_y_at_least_30_mean_abs_elevation_deg_proxy
-22.94530541122073,60.93960704861361,0.3744894797789045,3.0124576113883434,-0.999960015586921,-0.99996001558692,-0.3867176121707168,-0.34162510603135565,-0.008780579320824829,0.15248457963247938,41,9,3.15243197557045,19.803945741286825
