candidate,angle_bin,R2,RMSE,MAE,corr2,n
legacy_angles_global_matern32,"[10,30)",-1.8726924832881289,4.5465223530309204,2.940670562853166,0.29633550390639585,36
legacy_angles_global_matern32,"[30,50)",-0.019146579001492636,8.95558781167799,5.704135274945529,0.3963605410403905,52
legacy_angles_global_matern32,"[50,70]",0.022602127099612512,14.887454630634508,8.684483487365712,0.12978475578910734,41
legacy_angles_global_matern32,"[-30,-10)",0.1864527189164611,6.7529813606528215,3.427469797737659,0.19447623838373188,24
legacy_angles_global_matern32,"[-10,10)",-5.324510853026028,10.689794392396442,7.471174997952933,0.7466550833458622,17
compact_axis_global_matern32,"[10,30)",-1.8810861647988686,4.553159719401195,2.931196727124213,0.2912928332282956,36
compact_axis_global_matern32,"[30,50)",-0.013851890836264369,8.932294405342146,5.676684088883372,0.40109019960534464,52
compact_axis_global_matern32,"[50,70]",0.0072621137385651124,15.003827223450296,8.711309539185473,0.12075578068580183,41
compact_axis_global_matern32,"[-30,-10)",0.17687772104492983,6.792604528643341,3.443501888726088,0.18354500626295342,24
compact_axis_global_matern32,"[-10,10)",-5.310221360415247,10.677711393385648,7.450178683722307,0.7455481307264961,17
compact_axis_global_matern12,"[10,30)",-0.8451961608682159,3.643812596160847,2.3944201682316946,0.39115701648123874,36
compact_axis_global_matern12,"[30,50)",0.08349175967298972,8.49266431171983,5.050766497939928,0.3678413798127466,52
compact_axis_global_matern12,"[50,70]",0.11015182864043449,14.205048221977213,8.211600456889675,0.23227924820099574,41
compact_axis_global_matern12,"[-30,-10)",0.30601055404247735,6.23706952132925,2.625954709905502,0.4954321341183954,24
compact_axis_global_matern12,"[-10,10)",-2.1939953423344094,7.596665787924033,5.313921628429328,0.7961836117985525,17
compact_axis_global_rational_quadratic,"[10,30)",-3.5434543269638796,5.717785315585314,3.5626375367516783,0.04892260896304106,36
compact_axis_global_rational_quadratic,"[30,50)",0.32989719057629197,7.26183689972102,4.363600509589963,0.5250496726192141,52
compact_axis_global_rational_quadratic,"[50,70]",0.03287196694726957,14.809034406902574,8.369944599519163,0.19733788749029973,41
compact_axis_global_rational_quadratic,"[-30,-10)",0.3876980453097695,5.8585072936080556,3.581402443502381,0.6399931508627396,24
