candidate,evaluation_split,R2,RMSE,MAE,corr2,n,coverage_50,width_50,coverage_80,width_80,coverage_90,width_90,coverage_95,width_95,NLPD
axis_environment_interaction_matern32,same_prefix_group10_as_previous_report,0.3652282950035536,8.06831479911521,4.852925169575021,0.3842729697783452,170,0.6411764705882353,8.74655132881368,0.8235294117647058,16.618720366467766,0.8588235294117647,21.329896669792223,0.9176470588235294,25.41613951645984,3.778893736754671
moe_matern32_matern12_gate40,same_prefix_group10_as_previous_report,0.27526883141853997,8.621096858554381,4.978137701788822,0.3094401797561459,170,0.7058823529411765,8.823553922006816,0.8235294117647058,16.765027695569465,0.8411764705882353,21.517680093723545,0.8529411764705882,25.63989726716082,4.267752726882611
moe_matern32_rf_gate40,same_prefix_group10_as_previous_report,0.26495601352250464,8.682218657994365,4.485163204648782,0.3948204275170169,170,,,,,,,,,
compact_axis_global_rational_quadratic,same_prefix_group10_as_previous_report,0.19455090964666177,9.0885186428401,4.487496990239415,0.21301628087169514,170,0.788235294117647,10.981487807391149,0.8647058823529412,20.865169392833316,0.8941176470588236,26.780154989841723,0.9,31.91052286991063,4.569288446214088
legacy_angles_global_matern32,same_prefix_group10_as_previous_report,-0.0536893667173024,10.395140256158351,5.276053322070362,0.1653171663931332,170,0.7705882352941177,10.362836428779914,0.8,19.68971247513358,0.8176470588235294,25.27147236919198,0.8294117647058824,30.112816647226634,4.569862587647821
compact_axis_global_matern32,same_prefix_group10_as_previous_report,-0.0719467831061491,10.484812475548361,5.317406221553262,0.15948765201909615,170,0.7588235294117647,10.312637398331706,0.8,19.594332751363098,0.8176470588235294,25.149053819053627,0.8294117647058824,29.966945947621902,4.598754043976633
axis_plus_environment_matern32,same_prefix_group10_as_previous_report,-0.36958911443920384,11.851387614204159,7.1505925885922395,0.15084133415206954,170,0.6235294117647059,8.632402407755494,0.6764705882352942,16.401833855672287,0.7,21.051525846869314,0.7352941176470589,25.08444022216647,4.966544105771925
