best_gpr_model,best_gpr_R2,reported_RF_R2,delta_R2_vs_reported_RF,RMSE_reduction_vs_reported_RF_pct,MAE_reduction_vs_reported_RF_pct,fraction_samples_gpr_lower_abs_error_than_rf,spearman_pred_std_vs_abs_error,worst_fold_by_RMSE,worst_fold_RMSE,best_fold_by_RMSE,best_fold_RMSE
base_cyclic_xproc_pca8_matern32,0.933873818651511,0.9082231,0.02565071865151103,15.117140422085525,5.56122152267666,0.5705882352941176,0.2074010295491601,7,4.234167041773009,5,0.8543421130030986
