model,tag,x,y,pred_mean,pred_std,lower_95,upper_95
dist_auto_full_xmat_rbf_iso,a,0.0,0.465724,0.4703783894936495,0.0008090370690244109,0.4687927059762038,0.4719640730110952
dist_auto_full_xmat_rbf_iso,a,0.2,0.466861,0.4704899480898,0.0008531707900436947,0.4688177640686528,0.4721621321109472
dist_auto_full_xmat_rbf_iso,a,0.2,0.466057,0.4693146096730638,0.0008101309923777333,0.46772678210524377,0.4709024372408839
dist_auto_full_xmat_rbf_iso,a,0.4,0.468116,0.47139497362441807,0.0027463145266170903,0.46601229606202943,0.4767776511868067
dist_auto_full_xmat_rbf_iso,a,0.4,0.467146,0.4695073716218384,0.0008870825724266472,0.46776872172856904,0.4712460215151078
dist_auto_full_xmat_rbf_iso,a,0.4,0.465839,0.468282801675598,0.0008566646610184976,0.46660376979317353,0.46996183355802246
dist_auto_full_xmat_rbf_iso,a,0.6,0.469295,0.47155233459581375,0.0009181065459301505,0.4697528788318202,0.4733517903598073
dist_auto_full_xmat_rbf_iso,a,0.6,0.468236,0.469382281142899,0.0009136039170577388,0.4675916503693311,0.4711729119164669
dist_auto_full_xmat_rbf_iso,a,0.6,0.467101,0.46824395588863116,0.0027417449259740656,0.46287023457892656,0.47361767719833575
dist_auto_full_xmat_rbf_iso,a,0.6,0.466217,0.4673652120023322,0.0009214509322832958,0.4655592013615361,0.4691712226431283
dist_auto_full_xmat_rbf_iso,a,0.8,0.470466,0.47185089907271155,0.0007634448430440863,0.4703545746761623,0.4733472234692608
dist_auto_full_xmat_rbf_iso,a,0.8,0.469381,0.4695704878548564,0.0007350092443037206,0.4681298962077171,0.47101107950199567
dist_auto_full_xmat_rbf_iso,a,0.8,0.468414,0.4683656334459448,0.0008666075346080916,0.46666711388938187,0.4700641530025077
dist_auto_full_xmat_rbf_iso,a,0.8,0.467748,0.4674703198064413,0.0009897118511322587,0.4655305202231496,0.46941011938973304
dist_auto_full_xmat_rbf_iso,a,0.8,0.467487,0.4669772289082906,0.002742866924111132,0.4616013085226466,0.47235314929393457
dist_auto_full_xmat_rbf_iso,a,1.0,0.471703,0.47246660522318373,0.0007879743317026377,0.47092220391230455,0.4740110065340629
